2009,Played Date,Matches,Place,Man of the Match,Result
2009,"May 24, 2009",Deccan Chargers 143-6 Vs Royal Challengers Bangalore 137-9,"New Wanderers Stadium, Johannesburg, South Africa",A Kumble,Deccan Chargers won by 6 runs
2009,"May 23, 2009",Chennai Super Kings 146-5 Vs Royal Challengers Bangalore 149-4,"New Wanderers Stadium, Johannesburg, South Africa",MK Pandey,Royal Challengers Bangalore won by 6 wickets
2009,"May 22, 2009",Delhi Daredevils 153-8 Vs Deccan Chargers 154-4,"Centurion Park, Centurion, South Africa",AC Gilchrist,Deccan Chargers won by 6 wickets
2009,"May 21, 2009",Royal Challengers Bangalore 170-4 Vs Deccan Chargers 158-6,"Centurion Park, Centurion, South Africa",MK Pandey,Royal Challengers Bangalore won by 12 runs
2009,"May 21, 2009",Mumbai Indians 165-8 Vs Delhi Daredevils 166-6,"Centurion Park, Centurion, South Africa",V Sehwag,Delhi Daredevils won by 4 wickets
2009,"May 20, 2009",Chennai Super Kings 116-9 Vs Kings XI Punjab 92-8,"Kingsmead, Durban, South Africa",M Muralitharan,Chennai Super Kings won by 24 runs
2009,"May 20, 2009",Rajasthan Royals 101-9 Vs Kolkata Knight Riders 102-6,"Kingsmead, Durban, South Africa",LR Shukla,Kolkata Knight Riders won by 4 wickets
2009,"May 19, 2009",Delhi Daredevils 134-7 Vs Royal Challengers Bangalore 135-3,"New Wanderers Stadium, Johannesburg, South Africa",JH Kallis,Royal Challengers Bangalore won by 7 wickets
2009,"May 18, 2009",Chennai Super Kings 188-3 Vs Kolkata Knight Riders 189-3,"Centurion Park, Centurion, South Africa",BJ Hodge,Kolkata Knight Riders won by 7 wickets
2009,"May 17, 2009",Kings XI Punjab 134-7 Vs Deccan Chargers 133-8,"New Wanderers Stadium, Johannesburg, South Africa",Yuvraj Singh,Kings XI Punjab won by 1 runs
2009,"May 17, 2009",Delhi Daredevils 150-3 Vs Rajasthan Royals 136-9,"Springbok Park, Bloemfontein, South Africa",AB De Villiers,Delhi Daredevils won by 14 runs
2009,"May 16, 2009",Mumbai Indians 147-5 Vs Chennai Super Kings 151-3,"St George's Park, Port Elizabeth, South Africa",ML Hayden,Chennai Super Kings won by 7 wickets
2009,"May 16, 2009",Kolkata Knight Riders 160-5 Vs Deccan Chargers 166-4,"New Wanderers Stadium, Johannesburg, South Africa",RG Sharma,Deccan Chargers won by 6 wickets
2009,"May 15, 2009",Delhi Daredevils 120-9 Vs Kings XI Punjab 123-4,"Springbok Park, Bloemfontein, South Africa",B Lee,Kings XI Punjab won by 6 wickets
2009,"May 14, 2009",Rajasthan Royals 145-7 Vs Mumbai Indians 143-10,"Kingsmead, Durban, South Africa",SK Warne,Rajasthan Royals won by 2 runs
2009,"May 14, 2009",Chennai Super Kings 129-10 Vs Royal Challengers Bangalore 132-8,"Kingsmead, Durban, South Africa",LRPL Taylor,Royal Challengers Bangalore won by 2 wickets
2009,"May 13, 2009",Delhi Daredevils 173-7 Vs Deccan Chargers 161-10,"Kingsmead, Durban, South Africa",R Bhatia,Delhi Daredevils won by 12 runs
2009,"May 12, 2009",Kolkata Knight Riders 173-4 Vs Royal Challengers Bangalore 176-4,"Centurion Park, Centurion, South Africa",LRPL Taylor,Royal Challengers Bangalore won by 6 wickets
2009,"May 12, 2009",Kings XI Punjab 119-9 Vs Mumbai Indians 122-2,"Centurion Park, Centurion, South Africa",Harbhajan Singh,Mumbai Indians won by 8 wickets
2009,"May 11, 2009",Deccan Chargers 166-7 Vs Rajasthan Royals 113-10,"De Beers Diamond Oval, Kimberley, South Africa",DR Smith,Deccan Chargers won by 53 runs
2009,"May 10, 2009",Kolkata Knight Riders 123-8 Vs Delhi Daredevils 125-3,"New Wanderers Stadium, Johannesburg, South Africa",A Mishra,Delhi Daredevils won by 7 wickets
2009,"May 10, 2009",Mumbai Indians 157-2 Vs Royal Challengers Bangalore 141-7,"St George's Park, Port Elizabeth, South Africa",JP Duminy,Mumbai Indians won by 16 runs
2009,"May 09, 2009",Rajasthan Royals 140-7 Vs Chennai Super Kings 141-3,"De Beers Diamond Oval, Kimberley, South Africa",S Badrinath,Chennai Super Kings won by 7 wickets
2009,"May 09, 2009",Deccan Chargers 168-5 Vs Kings XI Punjab 169-7,"De Beers Diamond Oval, Kimberley, South Africa",DPMD Jayawardene,Kings XI Punjab won by 3 wickets
2009,"May 08, 2009",Mumbai Indians 116-10 Vs Delhi Daredevils 118-3,"Buffalo Park, East London, South Africa",A Nehra,Delhi Daredevils won by 7 wickets
2009,"May 07, 2009",Royal Challengers Bangalore 105-10 Vs Rajasthan Royals 107-3,"Centurion Park, Centurion, South Africa",Amit Singh,Rajasthan Royals won by 7 wickets
2009,"May 07, 2009",Chennai Super Kings 185-3 Vs Kings XI Punjab 174-3,"Centurion Park, Centurion, South Africa",ML Hayden,Chennai Super Kings won by 12 runs
2009,"May 06, 2009",Deccan Chargers 145-6 Vs Mumbai Indians 126-8,"Centurion Park, Centurion, South Africa",RG Sharma,Deccan Chargers won by 19 runs
2009,"May 05, 2009",Kolkata Knight Riders 154-3 Vs Delhi Daredevils 157-1,"Kingsmead, Durban, South Africa",G Gambhir,Delhi Daredevils won by 9 wickets
2009,"May 05, 2009",Rajasthan Royals 211-4 Vs Kings XI Punjab 133-8,"Kingsmead, Durban, South Africa",GC Smith,Rajasthan Royals won by 78 runs
2009,"May 04, 2009",Chennai Super Kings 178-3 Vs Deccan Chargers 100-10,"Buffalo Park, East London, South Africa",MS Dhoni,Chennai Super Kings won by 78 runs
2009,"May 03, 2009",Mumbai Indians 149-4 Vs Royal Challengers Bangalore 150-1,"New Wanderers Stadium, Johannesburg, South Africa",JH Kallis,Royal Challengers Bangalore won by 9 wickets
2009,"May 03, 2009",Kolkata Knight Riders 153-3 Vs Kings XI Punjab 154-4,"St George's Park, Port Elizabeth, South Africa",DPMD Jayawardene,Kings XI Punjab won by 6 wickets
2009,"May 02, 2009",Chennai Super Kings 163-10 Vs Delhi Daredevils 145-8,"New Wanderers Stadium, Johannesburg, South Africa",SB Jakati,Chennai Super Kings won by 18 runs
2009,"May 02, 2009",Deccan Chargers 141-5 Vs Rajasthan Royals 142-7,"St George's Park, Port Elizabeth, South Africa",YK Pathan,Rajasthan Royals won by 3 wickets
2009,"May 01, 2009",Royal Challengers Bangalore 145-9 Vs Kings XI Punjab 137-7,"Kingsmead, Durban, South Africa",Yuvraj Singh,Royal Challengers Bangalore won by 8 runs
2009,"May 01, 2009",Mumbai Indians 148-6 Vs Kolkata Knight Riders 139-6,"Buffalo Park, East London, South Africa",JP Duminy,Mumbai Indians won by 9 runs
2009,"Apr 30, 2009",Chennai Super Kings 164-5 Vs Rajasthan Royals 126-9,"Centurion Park, Centurion, South Africa",SK Raina,Chennai Super Kings won by 38 runs
2009,"Apr 30, 2009",Deccan Chargers 148-9 Vs Delhi Daredevils 150-4,"Centurion Park, Centurion, South Africa",DP Nannes,Delhi Daredevils won by 6 wickets
2009,"Apr 29, 2009",Kolkata Knight Riders 139-6 Vs Royal Challengers Bangalore 143-5,"Kingsmead, Durban, South Africa",MV Boucher,Royal Challengers Bangalore won by 5 wickets
2009,"Apr 29, 2009",Kings XI Punjab 119-8 Vs Mumbai Indians 116-7,"Kingsmead, Durban, South Africa",KC Sangakkara,Kings XI Punjab won by 3 runs
2009,"Apr 28, 2009",Delhi Daredevils 143-7 Vs Rajasthan Royals 147-5,"Centurion Park, Centurion, South Africa",YK Pathan,Rajasthan Royals won by 5 wickets
2009,"Apr 27, 2009",Mumbai Indians 187-6 Vs Kolkata Knight Riders 95-9,"St George's Park, Port Elizabeth, South Africa",SR Tendulkar,Mumbai Indians won by 92 runs
2009,"Apr 27, 2009",Chennai Super Kings 165-6 Vs Deccan Chargers 169-4,"Kingsmead, Durban, South Africa",HH Gibbs,Deccan Chargers won by 6 wickets
2009,"Apr 26, 2009",Kings XI Punjab 139-6 Vs Rajasthan Royals 112-7,"Newlands, Cape Town, South Africa",KC Sangakkara,Kings XI Punjab won by 27 runs
2009,"Apr 26, 2009",Royal Challengers Bangalore 149-7 Vs Delhi Daredevils 150-4,"St George's Park, Port Elizabeth, South Africa",TM Dilshan,Delhi Daredevils won by 6 wickets
2009,"Apr 25, 2009",Deccan Chargers 168-9 Vs Mumbai Indians 156-7,"Kingsmead, Durban, South Africa",PP Ojha,Deccan Chargers won by 12 runs
2009,"Apr 25, 2009",Chennai Super Kings Vs Kolkata Knight Riders,"Newlands, Cape Town, South Africa",-,Match abandoned without a ball being bowled
2009,"Apr 24, 2009",Royal Challengers Bangalore 168-9 Vs Kings XI Punjab 173-3,"Kingsmead, Durban, South Africa",RS Bopara,Kings XI Punjab won by 7 wickets
2009,"Apr 23, 2009",Rajasthan Royals 150-6 Vs Kolkata Knight Riders 150-8,"Newlands, Cape Town, South Africa",YK Pathan,Match Tied
2009,"Apr 23, 2009",Delhi Daredevils 189-5 Vs Chennai Super Kings 180-9,"Kingsmead, Durban, South Africa",AB De Villiers,Delhi Daredevils won by 9 runs
2009,"Apr 22, 2009",Deccan Chargers 184-6 Vs Royal Challengers Bangalore 160-8,"Newlands, Cape Town, South Africa",AC Gilchrist,Deccan Chargers won by 24 runs
2009,"Apr 21, 2009",Mumbai Indians Vs Rajasthan Royals,"Kingsmead, Durban, South Africa",-,Match abandoned without a ball being bowled
2009,"Apr 21, 2009",Kings XI Punjab 158-6 Vs Kolkata Knight Riders 79-1,"Kingsmead, Durban, South Africa",CH Gayle,Kolkata Knight Riders won by 11 runs
2009,"Apr 20, 2009",Chennai Super Kings 179-5 Vs Royal Challengers Bangalore 87-10,"St George's Park, Port Elizabeth, South Africa",M Muralitharan,Chennai Super Kings won by 92 runs
2009,"Apr 19, 2009",Kolkata Knight Riders 101-10 Vs Deccan Chargers 104-2,"Newlands, Cape Town, South Africa",RP Singh,Deccan Chargers won by 8 wickets
2009,"Apr 19, 2009",Kings XI Punjab 104-7 Vs Delhi Daredevils 580,"Newlands, Cape Town, South Africa",DL Vettori,Delhi Daredevils won by 10 wickets
2009,"Apr 18, 2009",Royal Challengers Bangalore 133-8 Vs Rajasthan Royals 58-10,"Newlands, Cape Town, South Africa",RS Dravid,Royal Challengers Bangalore won by 75 runs
2009,"Apr 18, 2009",Mumbai Indians 165-7 Vs Chennai Super Kings 146-7,"Newlands, Cape Town, South Africa",SR Tendulkar,Mumbai Indians won by 19 runs
