2021,13.10.2021 10:00,Delhi Capitals,Kolkata Knight Riders,,,,,,,,,,
2021,11.10.2021 10:00,Royal Challengers Bangalore,Kolkata Knight Riders,138,7,20,139,6,19.4,6.90,7.07,Kolkata Knight Riders,4 wickets
2021,10.10.2021 10:00,Delhi Capitals,Chennai Super Kings,172,5,20,173,6,19.4,8.60,8.80,Chennai Super Kings,4 wickets
2021,08.10.2021 10:00,Royal Challengers Bangalore,Delhi Capitals,166,3,20,164,5,20,8.30,8.20,Royal Challengers Bangalore,7 wickets
2021,08.10.2021 10:00,Sunrisers Hyderabad,Mumbai Indians,193,8,20,235,9,20,9.65,11.75,Mumbai Indians,42 runs
2021,07.10.2021 10:00,Kolkata Knight Riders,Rajasthan Royals,171,4,20,85,10,16.1,8.55,5.26,Kolkata Knight Riders,86 runs
2021,07.10.2021 06:00,Chennai Super Kings,Punjab Kings,134,6,20,139,4,13,6.70,10.69,Punjab Kings,6 wickets
2021,06.10.2021 10:00,Royal Challengers Bangalore,Sunrisers Hyderabad,137,6,20,141,7,20,6.85,7.05,Sunrisers Hyderabad,4 runs
2021,05.10.2021 10:00,Rajasthan Royals,Mumbai Indians,90,9,20,94,2,8.2,4.50,11.28,Mumbai Indians,8 wickets
2021,04.10.2021 10:00,Delhi Capitals,Chennai Super Kings,139,7,19.4,136,5,20,7.07,6.80,Delhi Capitals,3 wickets
2021,03.10.2021 10:00,Kolkata Knight Riders,Sunrisers Hyderabad,119,4,19.4,115,8,20,6.05,5.75,Kolkata Knight Riders,6 wickets
2021,03.10.2021 06:00,Royal Challengers Bangalore,Punjab Kings,164,7,20,158,6,20,8.20,7.90,Royal Challengers Bangalore,6 runs
2021,02.10.2021 10:00,Rajasthan Royals,Chennai Super Kings,190,3,17.3,189,4,20,10.86,9.45,Rajasthan Royals,7 wickets
2021,02.10.2021 06:00,Mumbai Indians,Delhi Capitals,129,8,20,132,6,19.1,6.45,6.89,Delhi Capitals,4 wickets
2021,01.10.2021 10:00,Kolkata Knight Riders,Punjab Kings,165,7,20,168,5,19.3,8.25,8.62,Punjab Kings,5 wickets
2021,30.09.2021 10:00,Sunrisers Hyderabad,Chennai Super Kings,134,7,20,139,4,19.4,6.70,7.07,Chennai Super Kings,6 wickets
2021,29.09.2021 10:00,Rajasthan Royals,Royal Challengers Bangalore,149,9,20,153,3,17.1,7.45,8.91,Royal Challengers Bangalore,7 wickets
2021,28.09.2021 10:00,Mumbai Indians,Punjab Kings,137,4,19,135,6,20,7.21,6.75,Mumbai Indians,6 wickets
2021,28.09.2021 06:00,Kolkata Knight Riders,Delhi Capitals,130,7,18.2,127,9,20,7.09,6.35,Kolkata Knight Riders,3 wickets
2021,27.09.2021 10:00,Sunrisers Hyderabad,Rajasthan Royals,167,3,18.3,164,5,20,9.03,8.20,Sunrisers Hyderabad,7 wickets
2021,26.09.2021 10:00,Royal Challengers Bangalore,Mumbai Indians,165,6,20,111,10,18.1,8.25,6.11,Royal Challengers Bangalore,54 runs
2021,26.09.2021 06:00,Chennai Super Kings,Kolkata Knight Riders,172,8,20,171,6,20,8.60,8.55,Chennai Super Kings,2 wickets
2021,25.09.2021 10:00,Sunrisers Hyderabad,Punjab Kings,120,7,20,125,7,20,6.00,6.25,Punjab Kings,5 runs
2021,25.09.2021 06:00,Delhi Capitals,Rajasthan Royals,154,6,20,121,6,20,7.70,6.05,Delhi Capitals,33 runs
2021,24.09.2021 10:00,Royal Challengers Bangalore,Chennai Super Kings,156,6,20,157,4,18.1,7.80,8.64,Chennai Super Kings,6 wickets
2021,23.09.2021 10:00,Mumbai Indians,Kolkata Knight Riders,155,6,20,159,3,15.1,7.75,10.48,Kolkata Knight Riders,7 wickets
2021,22.09.2021 10:00,Delhi Capitals,Sunrisers Hyderabad,139,2,17.5,134,9,20,7.79,6.70,Delhi Capitals,8 wickets
2021,21.09.2021 10:00,Punjab Kings,Rajasthan Royals,183,4,20,185,10,20,9.15,9.25,Rajasthan Royals,2 runs
2021,20.09.2021 10:00,Kolkata Knight Riders,Royal Challengers Bangalore,94,1,10,92,10,19,9.40,4.84,Kolkata Knight Riders,9 wickets
