version,1.3.0
info,team,Durham
info,team,Leicestershire
info,gender,male
info,season,2014
info,date,2014/07/18
info,competition,NatWest T20 Blast
info,venue,Grace Road
info,city,Leicester
info,toss_winner,Leicestershire
info,toss_decision,field
info,player_of_match,MAG Boyce
info,umpire,SC Gale
info,umpire,JH Evans
info,winner,Leicestershire
info,winner_wickets,3
ball,1,0.1,Durham,SG Borthwick,P Mustard,CE Shreck,0,0,"",""
ball,1,0.2,Durham,SG Borthwick,P Mustard,CE Shreck,0,0,caught,SG Borthwick
ball,1,0.3,Durham,CS MacLeod,P Mustard,CE Shreck,1,0,"",""
ball,1,0.4,Durham,P Mustard,CS MacLeod,CE Shreck,0,0,"",""
ball,1,0.5,Durham,P Mustard,CS MacLeod,CE Shreck,0,0,"",""
ball,1,0.6,Durham,P Mustard,CS MacLeod,CE Shreck,0,0,"",""
ball,1,1.1,Durham,CS MacLeod,P Mustard,A Sheikh,0,0,"",""
ball,1,1.2,Durham,CS MacLeod,P Mustard,A Sheikh,4,0,"",""
ball,1,1.3,Durham,CS MacLeod,P Mustard,A Sheikh,1,0,"",""
ball,1,1.4,Durham,P Mustard,CS MacLeod,A Sheikh,0,0,"",""
ball,1,1.5,Durham,P Mustard,CS MacLeod,A Sheikh,0,0,"",""
ball,1,1.6,Durham,P Mustard,CS MacLeod,A Sheikh,0,0,"",""
ball,1,2.1,Durham,CS MacLeod,P Mustard,CE Shreck,0,0,"",""
ball,1,2.2,Durham,CS MacLeod,P Mustard,CE Shreck,0,0,"",""
ball,1,2.3,Durham,CS MacLeod,P Mustard,CE Shreck,0,0,"",""
ball,1,2.4,Durham,CS MacLeod,P Mustard,CE Shreck,4,0,"",""
ball,1,2.5,Durham,CS MacLeod,P Mustard,CE Shreck,0,0,"",""
ball,1,2.6,Durham,CS MacLeod,P Mustard,CE Shreck,0,0,"",""
ball,1,3.1,Durham,P Mustard,CS MacLeod,A Sheikh,0,0,"",""
ball,1,3.2,Durham,P Mustard,CS MacLeod,A Sheikh,0,0,"",""
