version,1.3.0
info,team,Somerset
info,team,Surrey
info,gender,male
info,season,2018
info,date,2018/07/27
info,competition,Vitality Blast
info,venue,Kennington Oval
info,city,London
info,toss_winner,Surrey
info,toss_decision,field
info,player_of_match,AJ Finch
info,umpire,BJ Debenham
info,umpire,NL Bainton
info,winner,Surrey
info,winner_wickets,9
ball,1,0.1,Somerset,JG Myburgh,SM Davies,JW Dernbach,1,0,"",""
ball,1,0.2,Somerset,SM Davies,JG Myburgh,JW Dernbach,1,0,"",""
ball,1,0.3,Somerset,JG Myburgh,SM Davies,JW Dernbach,1,0,"",""
ball,1,0.4,Somerset,SM Davies,JG Myburgh,JW Dernbach,4,0,"",""
ball,1,0.5,Somerset,SM Davies,JG Myburgh,JW Dernbach,0,0,"",""
ball,1,0.6,Somerset,SM Davies,JG Myburgh,JW Dernbach,1,0,"",""
ball,1,1.1,Somerset,SM Davies,JG Myburgh,SM Curran,0,0,"",""
ball,1,1.2,Somerset,SM Davies,JG Myburgh,SM Curran,0,1,"",""
ball,1,1.3,Somerset,SM Davies,JG Myburgh,SM Curran,1,0,"",""
ball,1,1.4,Somerset,JG Myburgh,SM Davies,SM Curran,0,0,"",""
ball,1,1.5,Somerset,JG Myburgh,SM Davies,SM Curran,6,0,"",""
ball,1,1.6,Somerset,JG Myburgh,SM Davies,SM Curran,1,0,"",""
ball,1,1.7,Somerset,SM Davies,JG Myburgh,SM Curran,0,1,"",""
ball,1,2.1,Somerset,SM Davies,JG Myburgh,TK Curran,4,0,"",""
ball,1,2.2,Somerset,SM Davies,JG Myburgh,TK Curran,0,0,lbw,SM Davies
ball,1,2.3,Somerset,PD Trego,JG Myburgh,TK Curran,0,0,"",""
ball,1,2.4,Somerset,PD Trego,JG Myburgh,TK Curran,0,0,caught,PD Trego
ball,1,2.5,Somerset,JG Myburgh,CJ Anderson,TK Curran,0,0,"",""
ball,1,2.6,Somerset,JG Myburgh,CJ Anderson,TK Curran,1,0,"",""
ball,1,3.1,Somerset,JG Myburgh,CJ Anderson,R Clarke,0,0,"",""
ball,1,3.2,Somerset,JG Myburgh,CJ Anderson,R Clarke,6,0,"",""
ball,1,3.3,Somerset,JG Myburgh,CJ Anderson,R Clarke,0,0,caught and bowled,JG Myburgh
ball,1,3.4,Somerset,JC Hildreth,CJ Anderson,R Clarke,1,0,"",""
