version,1.3.0
info,team,Glamorgan
info,team,Sussex
info,gender,male
info,season,2017
info,date,2017/07/09
info,competition,NatWest T20 Blast
info,venue,Arundel Castle Cricket Club Ground
info,city,
info,toss_winner,Sussex
info,toss_decision,field
info,player_of_match,CA Ingram
info,umpire,BV Taylor
info,umpire,MJ Saggers
info,winner,Glamorgan
info,winner_runs,18
ball,1,0.1,Glamorgan,DL Lloyd,AHT Donald,DR Briggs,0,0,"",""
ball,1,0.2,Glamorgan,DL Lloyd,AHT Donald,DR Briggs,0,0,"",""
ball,1,0.3,Glamorgan,DL Lloyd,AHT Donald,DR Briggs,1,0,"",""
ball,1,0.4,Glamorgan,AHT Donald,DL Lloyd,DR Briggs,0,0,"",""
ball,1,0.5,Glamorgan,AHT Donald,DL Lloyd,DR Briggs,1,0,"",""
ball,1,0.6,Glamorgan,DL Lloyd,AHT Donald,DR Briggs,0,0,"",""
ball,1,1.1,Glamorgan,AHT Donald,DL Lloyd,D Wiese,1,0,"",""
ball,1,1.2,Glamorgan,DL Lloyd,AHT Donald,D Wiese,0,0,"",""
ball,1,1.3,Glamorgan,DL Lloyd,AHT Donald,D Wiese,1,0,"",""
ball,1,1.4,Glamorgan,AHT Donald,DL Lloyd,D Wiese,0,0,"",""
ball,1,1.5,Glamorgan,AHT Donald,DL Lloyd,D Wiese,0,0,"",""
ball,1,1.6,Glamorgan,AHT Donald,DL Lloyd,D Wiese,1,0,"",""
ball,1,2.1,Glamorgan,AHT Donald,DL Lloyd,DR Briggs,0,0,lbw,AHT Donald
ball,1,2.2,Glamorgan,CA Ingram,DL Lloyd,DR Briggs,0,0,"",""
ball,1,2.3,Glamorgan,CA Ingram,DL Lloyd,DR Briggs,1,0,"",""
ball,1,2.4,Glamorgan,DL Lloyd,CA Ingram,DR Briggs,0,0,"",""
ball,1,2.5,Glamorgan,DL Lloyd,CA Ingram,DR Briggs,0,0,"",""
ball,1,2.6,Glamorgan,DL Lloyd,CA Ingram,DR Briggs,1,0,"",""
ball,1,3.1,Glamorgan,DL Lloyd,CA Ingram,JC Archer,0,0,"",""
ball,1,3.2,Glamorgan,DL Lloyd,CA Ingram,JC Archer,0,0,"",""
