2008,Played Date,Matches,Place,Man of the Match,Result
2008,"Jun 01, 2008",Chennai Super Kings 163-5 Vs Rajasthan Royals 164-7,"Dr DY Patil Sports Academy, Mumbai, India",YK Pathan,Rajasthan Royals won by 3 wickets
2008,"May 31, 2008",Kings XI Punjab 112-8 Vs Chennai Super Kings 116-1,"Wankhede Stadium, Mumbai, India",M Ntini,Chennai Super Kings won by 9 wickets
2008,"May 30, 2008",Rajasthan Royals 192-9 Vs Delhi Daredevils 87-10,"Wankhede Stadium, Mumbai, India",SR Watson,Rajasthan Royals won by 105 runs
2008,"May 28, 2008",Royal Challengers Bangalore 122-9 Vs Mumbai Indians 126-1,"M Chinnaswamy Stadium, Bangalore, India",CRD Fernando,Mumbai Indians won by 9 wickets
2008,"May 28, 2008",Kings XI Punjab 221-3 Vs Rajasthan Royals 180-7,"Punjab Cricket Association Stadium, Mohali, India",SE Marsh,Kings XI Punjab won by 41 runs
2008,"May 27, 2008",Deccan Chargers 147-8 Vs Chennai Super Kings 148-3,"Rajiv Gandhi International Stadium, Uppal, Hyderabad, India",SK Raina,Chennai Super Kings won by 7 wickets
2008,"May 26, 2008",Mumbai Indians 145-7 Vs Rajasthan Royals 146-5,"Sawai Mansingh Stadium, Jaipur, India",Sohail Tanvir,Rajasthan Royals won by 5 wickets
2008,"May 25, 2008",Deccan Chargers 165-10 Vs Royal Challengers Bangalore 171-5,"Rajiv Gandhi International Stadium, Uppal, Hyderabad, India",R Vinay Kumar,Royal Challengers Bangalore won by 5 wickets
2008,"May 25, 2008",Kings XI Punjab 174-6 Vs Kolkata Knight Riders 175-7,"Eden Gardens, Kolkata, India",Umar Gul,Kolkata Knight Riders won by 3 wickets
2008,"May 24, 2008",Rajasthan Royals 211-5 Vs Chennai Super Kings 201-7,"MA Chidambaram Stadium, Chepauk, Chennai, India",JA Morkel,Rajasthan Royals won by 10 runs
2008,"May 24, 2008",Mumbai Indians 176-8 Vs Delhi Daredevils 179-5,"Feroz Shah Kotla, Delhi, India",KD Karthik,Delhi Daredevils won by 5 wickets
2008,"May 23, 2008",Deccan Chargers 175-4 Vs Kings XI Punjab 178-4,"Punjab Cricket Association Stadium, Mohali, India",SE Marsh,Kings XI Punjab won by 6 wickets
2008,"May 22, 2008",Delhi Daredevils Vs Kolkata Knight Riders,"Feroz Shah Kotla, Delhi, India",-,Match abandoned without a ball being bowled
2008,"May 21, 2008",Royal Challengers Bangalore 126-8 Vs Chennai Super Kings 112-8,"MA Chidambaram Stadium, Chepauk, Chennai, India",A Kumble,Royal Challengers Bangalore won by 14 runs
2008,"May 21, 2008",Kings XI Punjab 189-4 Vs Mumbai Indians 188-10,"Wankhede Stadium, Mumbai, India",SE Marsh,Kings XI Punjab won by 1 runs
2008,"May 20, 2008",Kolkata Knight Riders 147-8 Vs Rajasthan Royals 150-4,"Eden Gardens, Kolkata, India",YK Pathan,Rajasthan Royals won by 6 wickets
