2011,Played Date,Matches,Place,Man of the Match,Result
2011,"May 28, 2011",Chennai Super Kings 205-5 Vs Royal Challengers Bangalore 147-8,"MA Chidambaram Stadium, Chepauk, Chennai, India",M Vijay,Chennai Super Kings won by 58 runs
2011,"May 27, 2011",Royal Challengers Bangalore 185-4 Vs Mumbai Indians 142-8,"MA Chidambaram Stadium, Chepauk, Chennai, India",CH Gayle,Royal Challengers Bangalore won by 43 runs
2011,"May 25, 2011",Kolkata Knight Riders 147-7 Vs Mumbai Indians 148-6,"Wankhede Stadium, Mumbai, India",MM Patel,Mumbai Indians won by 4 wickets
2011,"May 24, 2011",Royal Challengers Bangalore 175-4 Vs Chennai Super Kings 177-4,"Wankhede Stadium, Mumbai, India",SK Raina,Chennai Super Kings won by 6 wickets
2011,"May 22, 2011",Chennai Super Kings 128-8 Vs Royal Challengers Bangalore 129-2,"M Chinnaswamy Stadium, Bangalore, India",CH Gayle,Royal Challengers Bangalore won by 8 wickets
2011,"May 22, 2011",Kolkata Knight Riders 175-7 Vs Mumbai Indians 178-5,"Eden Gardens, Kolkata, India",JEC Franklin,Mumbai Indians won by 5 wickets
2011,"May 21, 2011",Delhi Daredevils 56-3 Vs Pune Warriors 00,"Feroz Shah Kotla, Delhi, India",-,No Result( Duckworth/Lewis )
2011,"May 21, 2011",Deccan Chargers 198-2 Vs Kings XI Punjab 116-10,"Himachal Pradesh Cricket Association Stadium, Dharmasala, India",S Dhawan,Deccan Chargers won by 82 runs
2011,"May 20, 2011",Mumbai Indians 133-5 Vs Rajasthan Royals 1340,"Wankhede Stadium, Mumbai, India",SR Watson,Rajasthan Royals won by 10 wickets
2011,"May 19, 2011",Pune Warriors 118-7 Vs Kolkata Knight Riders 119-3,"Dr DY Patil Sports Academy, Mumbai, India",YK Pathan,Kolkata Knight Riders won by 7 wickets
2011,"May 18, 2011",Chennai Super Kings 152-5 Vs Kochi Tuskers Kerala 141-5,"MA Chidambaram Stadium, Chepauk, Chennai, India",WP Saha,Chennai Super Kings won by 11 runs
2011,"May 17, 2011",Kings XI Punjab 232-2 Vs Royal Challengers Bangalore 121-10,"Himachal Pradesh Cricket Association Stadium, Dharmasala, India",AC Gilchrist,Kings XI Punjab won by 111 runs
