2021,31.12.2021 03:15,Adelaide Strikers,Sydney Thunder,165,7,20,187,3,20,8.25,9.35,Sydney Thunder,22 runs
2021,29.12.2021 03:15,Melbourne Renegades,Hobart Hurricanes,121,10,15.5,206,5,20,7.64,10.30,Hobart Hurricanes,85 runs
2021,29.12.2021 02:05,Sydney Sixers,Brisbane Heat,106,8,20,105,10,19.1,5.30,5.48,Sydney Sixers,2 wickets
2021,28.12.2021 03:15,Sydney Thunder,Perth Scorchers,200,7,20,166,8,20,10.00,8.30,Sydney Thunder,34 runs
2021,27.12.2021 05:05,Brisbane Heat,Melbourne Stars,187,9,20,207,9,20,9.35,10.35,Melbourne Stars,20 runs
2021,27.12.2021 02:05,Hobart Hurricanes,Adelaide Strikers,176,3,18.3,175,5,20,9.51,8.75,Hobart Hurricanes,7 wickets
2021,26.12.2021 05:15,Perth Scorchers,Melbourne Renegades,152,2,16.5,151,8,20,9.03,7.55,Perth Scorchers,8 wickets
2021,26.12.2021 02:05,Sydney Thunder,Sydney Sixers,142,10,15.1,168,4,16,9.36,10.50,Sydney Sixers,30 runs
2021,23.12.2021 23:30,Hobart Hurricanes,Melbourne Stars,180,6,20,156,9,20,9.00,7.80,Hobart Hurricanes,24 runs
2021,23.12.2021 03:15,Adelaide Strikers,Brisbane Heat,169,8,20,208,7,20,8.45,10.40,Brisbane Heat,39 runs
2021,22.12.2021 03:15,Melbourne Renegades,Perth Scorchers,185,5,20,206,5,20,9.25,10.30,Perth Scorchers,21 runs
2021,21.12.2021 03:15,Sydney Sixers,Adelaide Strikers,150,5,19.2,147,8,20,7.76,7.35,Sydney Sixers,4 wickets
2021,20.12.2021 03:15,Perth Scorchers,Hobart Hurricanes,167,7,20,125,9,20,8.35,6.25,Perth Scorchers,42 runs
2021,19.12.2021 03:40,Brisbane Heat,Sydney Thunder,143,10,17.3,196,7,20,8.17,9.80,Sydney Thunder,53 runs
2021,15.12.2021 03:15,Melbourne Stars,Sydney Sixers,177,5,20,182,3,19.4,8.85,9.25,Sydney Sixers,7 wickets
2021,14.12.2021 03:15,Hobart Hurricanes,Perth Scorchers,129,10,19,182,5,20,6.79,9.10,Perth Scorchers,53 runs
2021,13.12.2021 03:15,Brisbane Heat,Melbourne Renegades,141,5,16.5,140,6,20,8.38,7.00,Brisbane Heat,5 wickets
2021,12.12.2021 03:15,Sydney Thunder,Melbourne Stars,151,5,20,155,4,17.1,7.55,9.03,Melbourne Stars,6 wickets
2021,11.12.2021 05:30,Perth Scorchers,Adelaide Strikers,195,1,20,146,10,17.5,9.75,8.19,Perth Scorchers,49 runs
2021,11.12.2021 02:35,Sydney Sixers,Hobart Hurricanes,151,4,18,213,2,20,8.39,10.65,Hobart Hurricanes,44 runs (D/L method)
2021,10.12.2021 03:15,Melbourne Stars,Sydney Thunder,165,4,20,161,5,20,8.25,8.05,Melbourne Stars,4 runs
2021,09.12.2021 03:15,Adelaide Strikers,Melbourne Renegades,149,10,19,100,10,18.4,7.84,5.36,Adelaide Strikers,49 runs
2021,08.12.2021 05:35,Perth Scorchers,Brisbane Heat,157,6,20,151,10,19.5,7.85,7.61,Perth Scorchers,6 runs
2021,08.12.2021 02:35,Hobart Hurricanes,Sydney Sixers,130,8,20,144,9,20,6.50,7.20,Sydney Sixers,14 runs
2021,07.12.2021 03:15,Melbourne Renegades,Adelaide Strikers,153,9,20,151,8,20,7.65,7.55,Melbourne Renegades,2 runs
2021,06.12.2021 03:15,Sydney Thunder,Brisbane Heat,141,3,17.1,140,8,20,8.21,7.00,Sydney Thunder,7 wickets
2021,05.12.2021 03:35,Sydney Sixers,Melbourne Stars,213,4,20,61,10,11.1,10.65,5.46,Sydney Sixers,152 runs
