2021,14.01.2022 18:40,Adelaide Strikers,Melbourne Stars,,,,,,,,,,
2021,15.01.2022 02:40,Sydney Sixers,Sydney Thunder,,,,,,,,,,
2021,16.01.2022 03:15,Melbourne Stars,Brisbane Heat,,,,,,,,,,
2021,17.01.2022 01:05,Adelaide Strikers,Sydney Sixers,,,,,,,,,,
2021,17.01.2022 04:15,Brisbane Heat,Perth Scorchers,,,,,,,,,,
2021,18.01.2022 03:15,Hobart Hurricanes,Melbourne Renegades,,,,,,,,,,
2021,18.01.2022 21:05,Brisbane Heat,Sydney Sixers,,,,,,,,,,
2021,19.01.2022 00:10,Sydney Thunder,Melbourne Renegades,,,,,,,,,,
2021,19.01.2022 03:50,Melbourne Stars,Hobart Hurricanes,,,,,,,,,,
2021,13.01.2022 03:35,Melbourne Renegades,Melbourne Stars,122,7,20,123,4,14.3,6.10,8.48,Melbourne Stars,6 wicket
2021,12.01.2022 23:45,Sydney Thunder,Hobart Hurricanes,168,9,20,177,6,20,8.40,8.85,Hobart Hurricanes,9 runs
2021,12.01.2022 03:15,Brisbane Heat,Adelaide Strikers,90,10,15,161,4,20,6.00,8.05,Adelaide Strikers,71 runs
2021,11.01.2022 03:15,Melbourne Renegades,Sydney Sixers,105,10,17,150,6,20,6.18,7.50,Sydney Sixers,45 runs
2021,10.01.2022 22:10,Perth Scorchers,Melbourne Stars,196,3,20,149,9,20,9.80,7.45,Perth Scorchers,47 runs
2021,10.01.2022 03:15,Melbourne Stars,Adelaide Strikers,140,5,19.1,139,9,20,7.30,6.95,Melbourne Stars,5 wickets
2021,09.01.2022 22:10,Hobart Hurricanes,Sydney Thunder,139,6,20,140,1,17.2,6.95,8.08,Sydney Thunder,9 wickets
2021,09.01.2022 03:15,Sydney Sixers,Perth Scorchers,151,4,20,152,5,19,7.55,8.00,Perth Scorchers,5 wickets
2021,08.01.2022 04:30,Brisbane Heat,Hobart Hurricanes,144,8,20,145,2,17.2,7.20,8.37,Hobart Hurricanes,8 wickets
2021,08.01.2022 02:05,Melbourne Renegades,Sydney Thunder,80,10,14.2,209,7,20,5.58,10.45,Sydney Thunder,129 runs
2021,06.01.2022 05:15,Perth Scorchers,Sydney Thunder,133,9,18,137,4,17,7.39,8.06,Sydney Thunder,6 wickets (D/L method)
2021,06.01.2022 02:05,Melbourne Renegades,Brisbane Heat,129,5,15,128,6,20,8.60,6.40,Melbourne Renegades,5 wickets
2021,05.01.2022 03:15,Adelaide Strikers,Hobart Hurricanes,129,3,15.1,126,10,19.5,8.51,6.35,Adelaide Strikers,7 wickets
2021,04.01.2022 03:15,Perth Scorchers,Sydney Sixers,143,8,20,133,8,20,7.15,6.65,Perth Scorchers,10 runs
2021,03.01.2022 03:15,Melbourne Stars,Melbourne Renegades,126,10,20,129,5,18,6.30,7.17,Melbourne Renegades,5 wickets
2021,02.01.2022 03:15,Sydney Thunder,Adelaide Strikers,172,7,20,144,10,19.1,8.60,7.51,Sydney Thunder,28 runs
2021,01.01.2022 23:30,Melbourne Stars,Perth Scorchers,130,10,18.5,180,8,20,6.90,9.00,Perth Scorchers,50 runs
2021,01.01.2022 00:00,Hobart Hurricanes,Brisbane Heat,136,8,20,150,8,20,6.80,7.50,Brisbane Heat,14 runs
